text,difficulty,user_answer,correct_answer
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which of the following best describes an enzyme's function?,0.20,Decreases the activation energy of a reaction,Decreases the activation energy of a reaction
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
Which of the following best describes an enzyme's function?,0.20,Decreases the activation energy of a reaction,Decreases the activation energy of a reaction
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Ionic bonds,Covalent bonds
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Ionic bonds,Covalent bonds
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Nucleic acids are composed of monomeric units known as:,0.20,Amino acids,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Amino acids,Nucleotides
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Hexokinase,Phosphoglucose isomerase
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Hexokinase,Phosphoglucose isomerase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between amino acid side chains,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between amino acid side chains,Hydrogen bonds between peptide backbone atoms
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Beta-oxidation,Beta-oxidation
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Beta-oxidation,Beta-oxidation
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Citrate,Isocitrate
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The maximum rate of the reaction,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The maximum rate of the reaction,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Disulfide bridges between cysteines,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Structural components of cell membranes,Catalyzing metabolic reactions
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
What is the monomer unit of proteins?,0.20,Nucleotide,Amino acid
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 3 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 3 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Citrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Citrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,,Beta-oxidation
